11,11148,996,33,35,0,1,0,0,249,0,2,0,2,0,0,8256
12,12162,1075,36,38,0,1,0,0,270,0,2,0,2,0,0,8256
13,13172,1153,39,41,0,1,0,0,290,0,2,0,2,0,0,8256
14,14186,1232,42,44,0,1,0,0,311,0,2,0,2,0,0,8256
15,15196,1311,45,47,0,1,0,0,332,0,2,0,2,0,0,8256
16,16210,1389,48,50,0,1,0,0,353,0,2,0,2,0,0,8256
17,17220,1468,51,53,0,1,0,0,374,0,2,0,2,0,0,8256
18,18234,1546,54,56,0,1,0,0,395,0,2,0,2,0,0,8256
19,19244,1625,57,59,0,1,0,0,416,0,2,0,2,0,0,8256
20,20258,1703,60,62,0,1,0,0,436,0,2,0,2,0,0,8256
21,21268,1782,63,65,0,1,0,0,457,0,2,0,2,0,0,8256
22,22282,1860,66,68,0,1,0,0,478,0,2,0,2,0,0,8256
23,23292,1939,69,71,0,1,0,0,499,0,2,0,2,0,0,8256
24,24306,2018,72,74,0,1,0,0,520,0,2,0,2,0,0,8256
25,25316,2096,75,77,0,1,0,0,541,0,2,0,2,0,0,8256
26,26330,2175,78,80,0,1,0,0,562,0,2,0,2,0,0,8256
27,27340,2254,81,83,0,1,0,0,582,0,2,0,2,0,0,8256
28,28354,2332,84,85,0,1,0,0,602,0,2,0,2,0,0,8256
29,29364,2411,87,88,0,1,0,0,621,0,2,0,2,0,0,8256
30,30377,2489,90,91,0,1,0,0,642,0,2,0,2,0,0,8256
31,31388,2568,93,94,0,1,0,0,663,0,2,0,2,0,0,8256
32,32401,2646,96,97,0,1,0,0,684,0,2,0,2,0,0,8256
33,33412,2725,99,100,0,1,0,0,705,0,2,0,2,0,0,8256
34,34425,2803,102,103,0,1,0,0,726,0,2,0,2,0,0,8256
35,35436,2882,105,106,0,1,0,0,747,0,2,0,2,0,0,8256
36,36449,2961,108,109,0,1,0,0,767,0,2,0,2,0,0,8256
37,37460,3039,111,112,0,1,0,0,788,0,2,0,2,0,0,8256
38,38473,3118,114,115,0,1,0,0,809,0,2,0,2,0,0,8256
39,39484,3196,117,118,0,1,0,0,830,0,2,0,2,0,0,8256
40,40498,3275,120,121,0,1,0,0,851,0,2,0,2,0,0,8256
41,41508,3353,123,124,0,1,0,0,872,0,2,0,2,0,0,8256
42,42522,3432,126,127,0,1,0,0,892,0,2,0,2,0,0,8256
43,43532,3510,129,130,0,1,0,0,913,0,2,0,2,0,0,8256
44,44546,3589,132,133,0,1,0,0,934,0,2,0,2,0,0,8256
45,45556,3668,135,136,0,1,0,0,955,0,2,0,2,0,0,8256
46,46570,3746,138,139,0,1,0,0,976,0,2,0,2,0,0,8256
47,47580,3825,141,142,0,1,0,0,997,0,2,0,2,0,0,8256
48,48594,3903,144,145,0,1,0,0,1017,0,2,0,2,0,0,8256
49,49605,3982,147,148,0,1,0,0,1038,0,2,0,2,0,0,8256
50,50618,4060,150,151,0,1,0,0,1059,0,2,0,2,0,0,8256
51,51629,4139,153,154,0,1,0,0,1080,0,2,0,2,0,0,8256
52,52642,4217,156,157,0,1,0,0,1101,0,2,0,2,0,0,8256
53,53652,4296,159,160,0,1,0,0,1122,0,2,0,2,0,0,8256
54,54666,4375,162,163,0,1,0,0,1143,0,2,0,2,0,0,8256
55,55677,4453,165,166,0,1,0,0,1163,0,2,0,2,0,0,8256
56,56690,4532,168,168,0,1,0,0,1183,0,2,0,2,0,0,8256
57,57701,4610,171,171,0,1,0,0,1202,0,2,0,2,0,0,8256
58,58714,4689,174,174,0,1,0,0,1223,0,2,0,2,0,0,8256
59,59724,4767,177,177,0,1,0,0,1244,0,2,0,2,0,0,8256
60,60738,4846,180,180,0,1,0,0,1265,0,2,0,2,0,0,8256
61,61748,4924,183,183,0,1,0,0,1286,0,2,0,2,0,0,8256
62,62762,5003,186,186,0,1,0,0,1307,0,2,0,2,0,0,8256
63,63772,5082,189,189,0,1,0,0,1327,0,2,0,2,0,0,8256
64,64787,5160,192,192,0,1,0,0,1348,0,2,0,2,0,0,8256
65,65796,5239,195,195,0,1,0,0,1369,0,2,0,2,0,0,8256
66,66811,5317,198,198,0,1,0,0,1390,0,2,0,2,0,0,8256
67,67821,5396,201,201,0,1,0,0,1411,0,2,0,2,0,0,8256
68,68835,5474,204,204,0,1,0,0,1432,0,2,0,2,0,0,8256
69,69845,5553,207,207,0,1,0,0,1453,0,2,0,2,0,0,8256
70,70859,5631,210,210,0,1,0,0,1473,0,2,0,2,0,0,8256
71,71870,5710,213,213,0,1,0,0,1494,0,2,0,2,0,0,8256
72,72883,5789,216,216,0,1,0,0,1515,0,2,0,2,0,0,8256
73,73893,5867,219,219,0,1,0,0,1536,0,2,0,2,0,0,8256
74,74907,5946,222,222,0,1,0,0,1557,0,2,0,2,0,0,8256
75,75918,6024,225,225,0,1,0,0,1578,0,2,0,2,0,0,8256
76,76931,6103,228,228,0,1,0,0,1599,0,2,0,2,0,0,8256
77,77942,6181,231,231,0,1,0,0,1619,0,2,0,2,0,0,8256
78,78955,6260,234,234,0,1,0,0,1640,0,2,0,2,0,0,8256
79,79966,6338,237,237,0,1,0,0,1661,0,2,0,2,0,0,8256
80,80979,6417,240,240,0,1,0,0,1682,0,2,0,2,0,0,8256
81,81989,6496,243,243,0,1,0,0,1703,0,2,0,2,0,0,8256
82,83003,6574,246,246,0,1,0,0,1724,0,2,0,2,0,0,8256
83,84013,6653,249,249,0,1,0,0,1744,0,2,0,2,0,0,8256
