11,11063,996,327,355,0,1,0,0,1065,0,2,0,2,0,54,7408
12,12063,1075,356,384,0,1,0,0,1153,0,2,0,2,0,54,7408
13,13064,1154,386,414,0,1,0,0,1242,0,2,0,2,0,54,7408
14,14079,1232,416,443,0,1,0,0,1330,0,2,0,2,0,54,7408
15,15094,1311,446,473,0,1,0,0,1419,0,2,0,2,0,54,7408
16,16094,1389,475,502,0,1,0,0,1507,0,2,0,2,0,54,7408
17,17095,1468,505,532,0,1,0,0,1596,0,2,0,2,0,54,7408
18,18108,1546,535,561,0,1,0,0,1685,0,2,0,2,0,54,7408
19,19123,1625,565,591,0,1,0,0,1773,0,2,0,2,0,54,7408
20,20123,1704,594,620,0,1,0,0,1862,0,2,0,2,0,54,7408
21,21124,1782,624,650,0,1,0,0,1950,0,2,0,2,0,54,7408
22,22136,1861,654,680,0,1,0,0,2040,0,2,0,2,0,54,7408
23,23136,1939,683,709,0,1,0,0,2127,0,2,0,2,0,54,7408
24,24136,2018,713,738,0,1,0,0,2217,0,2,0,2,0,54,7408
25,25151,2097,743,768,0,1,0,0,2305,0,2,0,2,0,54,7408
26,26166,2175,773,798,0,1,0,0,2394,0,2,0,2,0,54,7408
27,27166,2254,802,827,0,1,0,0,2482,0,2,0,2,0,54,7408
28,28166,2332,832,857,0,1,0,0,2571,0,2,0,2,0,54,7408
29,29180,2411,862,886,0,1,0,0,2659,0,2,0,2,0,54,7408
30,30195,2490,892,916,0,1,0,0,2748,0,2,0,2,0,54,7408
31,31195,2568,921,945,0,1,0,0,2836,0,2,0,2,0,54,7408
32,32195,2647,951,975,0,1,0,0,2925,0,2,0,2,0,54,7408
33,33209,2725,981,1004,0,1,0,0,3014,0,2,0,2,0,54,7408
34,34223,2804,1011,1034,0,1,0,0,3102,0,2,0,2,0,54,7408
35,35223,2882,1040,1063,0,1,0,0,3191,0,2,0,2,0,54,7408
36,36224,2961,1070,1093,0,1,0,0,3279,0,2,0,2,0,54,7408
37,37224,3040,1099,1122,0,1,0,0,3369,0,2,0,2,0,54,7408
38,38224,3118,1129,1152,0,1,0,0,3456,0,2,0,2,0,54,7408
39,39238,3197,1159,1182,0,1,0,0,3546,0,2,0,2,0,54,7408
40,40238,3275,1188,1211,0,1,0,0,3633,0,2,0,2,0,54,7408
41,41238,3354,1218,1241,0,1,0,0,3723,0,2,0,2,0,54,7408
42,42252,3433,1248,1270,0,1,0,0,3811,0,2,0,2,0,54,7408
43,43253,3511,1277,1300,0,1,0,0,3900,0,2,0,2,0,54,7408
44,44254,3590,1307,1329,0,1,0,0,3988,0,2,0,2,0,54,7408
45,45269,3668,1337,1359,0,1,0,0,4077,0,2,0,2,0,54,7408
46,46269,3747,1366,1388,0,1,0,0,4165,0,2,0,2,0,54,7408
47,47270,3826,1396,1418,0,1,0,0,4254,0,2,0,2,0,54,7408
48,48283,3904,1426,1447,0,1,0,0,4342,0,2,0,2,0,54,7408
49,49298,3983,1456,1477,0,1,0,0,4431,0,2,0,2,0,54,7408
50,50298,4061,1485,1506,0,1,0,0,4520,0,2,0,2,0,0,7408
51,51299,4140,1515,1536,0,1,0,0,4608,0,2,0,2,0,1,7408
52,52311,4219,1545,1565,0,1,0,0,4697,0,2,0,2,0,2,7408
53,53311,4297,1574,1595,0,1,0,0,4785,0,2,0,2,0,3,7408
54,54311,4376,1604,1624,0,1,0,0,4875,0,2,0,2,0,4,7408
55,55326,4454,1634,1654,0,1,0,0,4962,0,2,0,2,0,5,7408
56,56326,4533,1663,1683,0,1,0,0,5052,0,2,0,2,0,6,7408
57,57326,4612,1693,1713,0,1,0,0,5140,0,2,0,2,0,7,7408
58,58338,4690,1723,1743,0,1,0,0,5229,0,2,0,2,0,8,7408
59,59338,4769,1752,1772,0,1,0,0,5317,0,2,0,2,0,8,7408
60,60338,4847,1782,1802,0,1,0,0,5406,0,2,0,2,0,9,7408
61,61338,4926,1811,1831,0,1,0,0,5494,0,2,0,2,0,10,7408
62,62338,5004,1841,1861,0,1,0,0,5583,0,2,0,2,0,11,7408
63,63352,5083,1871,1890,0,1,0,0,5671,0,2,0,2,0,11,7408
64,64368,5162,1901,1920,0,1,0,0,5760,0,2,0,2,0,12,7408
65,65369,5240,1930,1949,0,1,0,0,5848,0,2,0,2,0,13,7408
