11,11327,998,296,314,0,1,0,0,2330,0,2,0,2,0,3,12184
12,12358,1076,323,340,0,1,0,0,2521,0,2,0,2,0,3,12184
13,13388,1155,350,367,0,1,0,0,2705,0,2,0,2,0,3,12184
14,14420,1234,377,393,0,1,0,0,2913,0,2,0,2,0,3,12184
15,15451,1312,404,419,0,1,0,0,3097,0,2,0,2,0,3,12184
16,16481,1391,431,445,0,1,0,0,3286,0,2,0,2,0,3,12184
17,17514,1469,458,471,0,1,0,0,3492,0,2,0,2,0,3,12184
18,18544,1548,485,498,0,1,0,0,3676,0,2,0,2,0,3,12184
19,19574,1627,512,524,0,1,0,0,3868,0,2,0,2,0,3,12184
20,20608,1705,539,550,0,1,0,0,4068,0,2,0,2,0,3,12184
21,21637,1784,566,576,0,1,0,0,4254,0,2,0,2,0,3,12184
22,22669,1862,593,602,0,1,0,0,4450,0,2,0,2,0,3,12184
23,23700,1941,620,628,0,1,0,0,4647,0,2,0,2,0,3,12184
24,24730,2021,647,655,0,1,0,0,4830,0,2,0,2,0,3,12184
25,25733,2100,735,685,0,1,0,0,5186,0,2,0,2,0,4,12184
26,26733,2178,846,715,0,1,0,0,5463,0,2,0,2,0,5,12184
27,27733,2257,939,746,0,1,0,0,5665,0,2,0,2,0,7,12184
28,28743,2335,1053,775,0,1,0,0,6043,0,2,0,2,0,8,12184
29,29744,2414,1158,805,0,1,0,0,6278,0,2,0,2,0,9,12184
30,30744,2493,1251,835,0,1,0,0,6512,0,2,0,2,0,10,12184
31,31769,2571,1371,865,0,1,0,0,6903,0,2,0,2,0,11,12184
32,32783,2650,1473,895,0,1,0,0,7122,0,2,0,2,0,12,12184
33,33786,2728,1570,925,0,1,0,0,7374,0,2,0,2,0,13,12184
34,34796,2807,1692,954,0,1,0,0,7721,0,2,0,2,0,14,12184
35,35797,2885,1785,985,0,1,0,0,7940,0,2,0,2,0,15,12184
36,36798,2964,1888,1014,0,1,0,0,8247,0,2,0,2,0,15,12184
37,37802,3043,2004,1044,0,1,0,0,8564,0,2,0,2,0,16,12184
38,38802,3121,2097,1075,0,1,0,0,8776,0,2,0,2,0,17,12184
39,39806,3200,2206,1104,0,1,0,0,9102,0,2,0,2,0,17,12184
40,40809,3278,2316,1134,0,1,0,0,9381,0,2,0,2,0,18,12184
41,41810,3357,2409,1164,0,1,0,0,9601,0,2,0,2,0,18,12184
42,42820,3436,2524,1194,0,1,0,0,9986,0,2,0,2,0,19,12184
43,43821,3514,2628,1224,0,1,0,0,10222,0,2,0,2,0,19,12184
44,44822,3593,2721,1254,0,1,0,0,10453,0,2,0,2,0,20,12184
45,45831,3671,2843,1284,0,1,0,0,10822,0,2,0,2,0,20,12184
46,46832,3750,2940,1314,0,1,0,0,11041,0,2,0,2,0,21,12184
47,47833,3828,3038,1343,0,1,0,0,11310,0,2,0,2,0,21,12184
48,48845,3907,3158,1373,0,1,0,0,11665,0,2,0,2,0,22,12184
